pseudoid,weightNet,vacuumed,quantum,quantumUnit,geometry,height,density,massInJar,massInJarTare,massInJarGross,dryWeightNet,dryWeightPercent,totalVaporizationAmount,totalVaporizationVolume,ashWeightNet,amountToAshing,ashConcentration,SrCarrierConcentration,SrCarrierVolume,sievedOrganicWeight,sievedRocksWeight,sievedDryWeight
78659,,0,11294,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
64920,,0,11294,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
69485,,0,17782,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
71641,,0,17782,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
69106,,0,1,kg,g-3,1,1,,,,,,,,,,,,,,,
52691,,0,23646.4,m^3,g-13,0,1,,,,,,,,,,,,,,,
64393,,0,119323.8,m^3,g-14,0,1,17.74,1.38,19.12,,,,,,,,,,,,
65044,,0,,,,,,,,,,,3100,,,,,1,2.5,,,
78902,,0,24529.4,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
57120,,0,2119.3,m^3,g-7,0,1,,,,,,,,,,,,,,,
60415,,0,29670.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
80589,,0,2956.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
75559,,0,102422.6,m^3,g-14,0,1,,,,,,,,,,,,,,,
55997,635.6,1,0.1918,kg_kp,g-2,26,1.72,191.8,26.6,218.4,635.3,99.95,,,,,,,,,,
78612,,1,0.1465,kg,g-2,26,1.31,146.5,26.6,173.1,,,,,,,,,,,,
52208,,0,0.05943,kg,g-2,26,0.53,59.43,26.62,86.05,,,,,,,,,,,,
67513,,0,0.0619,kg,g-2,26,0.55,61.9,26.62,88.52,,,,,,,,,,,,
69451,,0,0.05902,kg,g-2,26,0.53,59.02,26.62,85.64,,,,,,,,,,,,
63756,,0,0.05922,kg,g-2,26,0.53,59.22,26.61,85.83,,,,,,,,,,,,
60552,,0,0.02068,m^3,g-1,30,1.16,625.71,137.2,762.91,,,20680,,,,,,,,,
61474,,0,0.0452,kg_kp,g-1,30,1.07,580.7,136.8,717.5,,,,,,,,,,,,
75520,53.76,0,,,,,,,,,4.190000000000005,7.79,,,,,,,,,,
71634,,0,11999,m^3,g-11,0,1,,,,,,,,,,,,,,,
62301,,0,103135.5,m^3,g-14,0,1,,,,,,,,,,,,,,,
77167,,0,147293,m^3,g-14,0,1,,,,,,,,,,,,,,,
56861,,0,15792,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
64353,,0,15792,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
70560,,0,18984,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
78749,,0,18984,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
70835,,0,204,m^3,g-3,1,1,,,,,,,,,,,,,,,
65245,,0,25660.3,m^3,g-13,0,1,,,,,,,,,,,,,,,
79340,,0,131404.3,m^3,g-14,0,1,16.88,1.37,18.25,,,,,,,,,,,,
58719,756.4,1,0.1823,kg_kp,g-2,26,1.63,182.3,26.6,208.9,698.1,92.29,,,,,,,,,,
66909,,0,29523,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77708,,0,3220,m^3,g-7,0,1,,,,,,,,,,,,,,,
76447,,0,30670,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68346,,0,3077,m^3,g-7,0,1,,,,,,,,,,,,,,,
74668,,0,26793.100000000002,m^3,g-13,0,1,,,,,,,,,,,,,,,
69290,,0,0.0707,kg,g-2,26,0.63,70.7,26.7,97.4,,,,,,,,,,,,
51287,,0,0.0712,kg,g-2,26,0.64,71.2,26.7,97.9,,,,,,,,,,,,
60351,552.5,1,0.1995,kg_kp,g-2,26,1.78,199.5,26.6,226.1,537.1999999999999,97.23,,,,,,,,,,
73237,,0,101822.1,m^3,g-14,0,1,,,,,,,,,,,,,,,
53694,,0,10419,m^3,g-11,0,1,,,,,,,,,,,,,,,
60235,,0,98916.90000000001,m^3,g-14,0,1,,,,,,,,,,,,,,,
65933,,0,26039.699999999997,m^3,g-13,0,1,,,,,,,,,,,,,,,
55284,,0,25801.8,m^3,g-13,0,1,,,,,,,,,,,,,,,
73244,,0,31065,m^3,g-13,0,1,,,,,,,,,,,,,,,
58209,,0,138134.1,m^3,g-14,0,1,15.99,1.4,17.39,,,,,,,,,,,,
52011,,0,1,laaduton,g-2,16,0.21,14.68,26.62,41.3,,,,,,,,,,,,
69295,,0,11450,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
71120,,0,11450,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
66857,,0,17840,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
71159,,0,17840,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
50858,,0,2.01321,litra,g-2,10,0.35,15.24,26.62,41.86,,,,2,15.139999999999986,,,,,,,
72821,,0,1.99605,litra,g-2,8,0.44,15.17,26.62,41.79,,,,2,15.199999999999989,,,,,,,
60679,,0,1.99868,litra,g-2,9,0.39,15.09,26.61,41.7,,,,2,15.100000000000023,,,,,,,
65600,,0,2.01307,litra,g-2,11,0.33,15.4,26.62,42.02,,,,2,15.300000000000011,,,,,,,
73236,,0,1.99611,litra,g-2,8,0.45,15.41,26.61,42.02,,,,2,15.449999999999989,,,,,,,
52864,,0,1.992,litra,g-2,8,0.43,14.94,26.62,41.56,,,,2,14.990000000000009,,,,,,,
56060,608.3,1,0.1823,kg_kp,g-2,26,1.63,182.3,26.6,208.9,584.4000000000001,96.07,,,,,,,,,,
71756,550.6,1,0.1795,kg_kp,g-2,26,1.61,179.5,26.6,206.1,530.6,96.37,,,,,,,,,,
78997,531,1,0.1726,kg_kp,g-2,26,1.54,172.6,26.6,199.2,516.3000000000001,97.23,,,,,,,,,,
54987,131.7,1,0.0766,kg_kp,g-2,26,0.69,76.6,26.7,103.3,130.90000000000003,99.39,,,,,,,,,,
50215,146.6,1,0.0563,kg_kp,g-2,26,0.5,56.3,26.6,82.9,69.60000000000002,47.48,,,,,,,,,,
52169,,0,0.06854,kg,g-2,26,0.61,68.54,26.5,95.04,,,,,,,,,,,,
53669,,0,0.05877,kg,g-2,26,0.53,58.77,26.51,85.28,,,,,,,,,,,,
61753,,0,0.05898,kg,g-2,26,0.53,58.98,26.48,85.46,,,,,,,,,,,,
66850,,0,15605,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68391,,0,15605,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
60626,,0,18850,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
78598,,0,18850,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
71500,,0,24765.3,m^3,g-13,0,1,,,,,,,,,,,,,,,
71028,,0,25322.8,m^3,g-13,0,1,,,,,,,,,,,,,,,
72987,,0,101558,m^3,g-14,0,1,,,,,,,,,,,,,,,
71086,,0,99545.2,m^3,g-14,0,1,,,,,,,,,,,,,,,
73634,,0,21103,m^3,g-13,0,1,,,,,,,,,,,,,,,
57741,,0,141331.5,m^3,g-14,0,1,16.08,1.4,17.48,,,,,,,,,,,,
79312,,0,0.01908,kg_kp,g-1,30,0.96,518.5,137.1,655.6,,,,,,,,,,,,
50480,68.23,0,,,,,,,,,2.509999999999991,3.68,,,,,,,,,,
56662,,0,24820.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
51159,,0,2201.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
66632,,0,29812.4,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68124,,0,2921.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
59996,,0,29151.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
76273,,0,3234.6,m^3,g-7,0,1,,,,,,,,,,,,,,,
59248,,0,30112.5,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
78722,,0,3012.3,m^3,g-7,0,1,,,,,,,,,,,,,,,
73845,,0,1,m^2,g-3,1,0.12,0.164,12.3615,12.5255,,,51380,,,,,1,2.5,,,
51400,,0,,,,,,,,,,,,,,,,,,,,
66613,,0,0.03691,kg_kp,g-2,25,1.19,127.57,26.6,154.17,,,,,,,,,,,,
58204,26.65,0,,,,,,,,,,,,,,,,,,,,
71910,,0,2.00791,litra,g-2,8,0.44,15.24,26.62,41.86,,,,2,15.170000000000016,,,,,,,
73328,,0,2.00139,litra,g-2,10,0.33,14.39,26.61,41,,,,2,14.370000000000005,,,,,,,
50561,,0,0.5,m^2,g-3,1,0.17,0.235,11.098,11.3331,,,35340,,,,,10,1.5,,,
53573,,0,,,,,,,,,,,,,,,,,,,,
66029,,0,,,,,,,,,,,4560,,,,,1,2.5,,,
58270,,0,0.5,m^2,g-3,25,0.16,5.48,11.73,17.21,,,,,,,,,,,,
80114,,0,0.02496,m^3,g-3,3,0.62,2.564,12.079,14.6428,,,24960,,,,,1,7.5,,,
72301,,0,,,,,,,,,,,,,,,,,,,,
70947,,0,,,,,,,,,,,3240,,,,,1,2.5,,,
56920,,0,,,,,,,,,,,,,,,,,,,,
68578,,0,1,m^2,g-3,1,0.31,0.43,12.1964,12.6265,,,55380,,,,,1,2.5,,,
70042,,0,1,m^2,g-3,1,0.21,0.291,12.2219,12.5126,,,55840,,,,,1,2.5,,,
53928,656.6,1,0.2218,kg_kp,g-2,26,1.98,221.8,26.6,248.4,655.8000000000001,99.88,,,,,,,,,,
53709,,0,,,,,,,,,,,5000,,,,,1,2.5,,,
57546,,0,,,,,,,,,,,2020,,,,,1,2.5,,,
76635,,0,0.06127,kg,g-2,26,0.55,61.27,26.62,87.89,,,,,,,,,,,,
68387,,0,2,litra,g-2,9,0.4,15.44,26.61,42.05,,,,2,15.449999999999989,,,,,,,
61984,,0,0.06125,kg,g-2,26,0.55,61.25,26.61,87.86,,,,,,,,,,,,
61098,,0,0.54557,kg,g-1,30,1.01,545.57,137.35,682.92,,,,,,,,,,,,
73264,,0,12920.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
62563,,0,11396,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75593,,0,11396,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
78915,,0,17773,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
56325,,0,17773,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
56443,,0,,,,,,,,,,,1220,,,,,1,2.5,,,
63351,,0,,,,,,,,,,,,,,,,,,,,
66373,,0,,,,,,,,,,,880,,,,,1,2.5,,,
61382,,0,,,,,,,,,,,1320,,,,,1,2.5,,,
57413,,0,97527.9,m^3,g-14,0,1,,,,,,,,,,,,,,,
53093,,0,15081.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
73993,,0,1616.3,m^3,g-7,0,1,,,,,,,,,,,,,,,
68499,,0,24346.6,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
70469,,0,2084.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
65964,,0,29093.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68759,,0,2980,m^3,g-7,0,1,,,,,,,,,,,,,,,
64813,,0,15321.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68125,,0,1591.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
65251,,0,102186,m^3,g-14,0,1,,,,,,,,,,,,,,,
68022,,0,24816.5,m^3,g-13,0,1,,,,,,,,,,,,,,,
73985,,0,25494.100000000002,m^3,g-13,0,1,,,,,,,,,,,,,,,
54537,,0,143922.8,m^3,g-14,0,1,16.64,1.36,18,,,,,,,,,,,,
65883,,0,0.06044,kg,g-2,26,0.54,60.44,26.62,87.06,,,,,,,,,,,,
62847,495.8,1,0.1936,kg_kp,g-2,26,1.73,193.6,26.6,220.2,495,99.84,,,,,,,,,,
66312,643.4,1,0.2022,kg_kp,g-2,26,1.81,202.2,26.6,228.8,642.3999999999999,99.84,,,,,,,,,,
62521,597.3,1,0.1961,kg_kp,g-2,26,1.75,196.1,26.6,222.7,596.6999999999999,99.9,,,,,,,,,,
79695,,0,0.02286,m^3,g-3,2,0.37,1.03,11.25,12.28,,,22860,,,,,,,,,
80465,,0,0.54957,kg,g-1,30,1.02,549.57,136.91,686.48,,,,,,,,,,,,
51611,599.9,1,0.2057,kg_kp,g-2,26,1.84,205.7,26.6,232.3,597.6999999999999,99.63,,,,,,,,,,
78697,,0,102316.4,m^3,g-14,0,1,,,,,,,,,,,,,,,
80652,,0,25132.2,m^3,g-13,0,1,,,,,,,,,,,,,,,
55735,,0,21739,m^3,g-13,0,1,,,,,,,,,,,,,,,
74092,,0,25154,m^3,g-13,0,1,,,,,,,,,,,,,,,
62854,777.3,1,0.1905,kg_kp,g-2,26,1.7,190.5,26.6,217.1,743.3999999999999,95.64,,,,,,,,,,
72650,,0,0.0011,kg,g-4,5,1,,,,,,,,,,,,,,,
63084,,0,14711.6,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
78180,,0,1712.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
59602,,0,12370.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
74829,,0,1108.1,m^3,g-7,0,1,,,,,,,,,,,,,,,
53314,,0,15065.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
53380,,0,1465.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
57031,,0,15398.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75035,,0,1623.4,m^3,g-7,0,1,,,,,,,,,,,,,,,
62030,,0,24561.3,m^3,g-3,6,0.7,,,,,,,,,,,,,,,
65363,,0,103224,m^3,g-14,0,1,,,,,,,,,,,,,,,
60512,,0,1,laaduton,g-4,1,1,,,,,,,,,,,,,,,
56200,,0,1,laaduton,g-4,1,1,,,,,,,,,,,,,,,
61604,,0,141383.3,m^3,g-14,0,1,17.89,1.36,19.25,,,,,,,,,,,,
76723,,0,0.49507,kg,g-1,30,0.92,495.07,137.13,632.2,,,,,,,,,,,,
56699,464.7,1,0.1755,kg_kp,g-2,26,1.57,175.5,26.6,202.1,458.1,98.58,,,,,,,,,,
62184,,0,231.73,m^3,g-3,20,0.5,,,,,,,,,,,,,,,
70394,,0,231.73,m^3,g-3,5,1,,,,,,,,,,,,,,,
53965,612.1,1,0.1928,kg_kp,g-2,26,1.72,192.8,26.6,219.4,600.1,98.04,,,,,,,,,,
70155,,0,0.49507,,g-1,30,0.92,495.07,,,,,,,,,,,,,,
77398,,0,0.49507,,g-1,30,0.92,495.07,,,,,,,,,,,,,,
65105,,0,0.49507,,g-1,30,0.92,495.07,,,,,,,,,,,,,,
80174,,0,0.325,kg,g-7,75,0.33,325,373.2,698.2,,,,,,,,,,,,
58989,,0,125.883,m^3,g-3,13,0.78,13.97,12.14,26.11,,,,,,,,,,,,
52449,,0,119.7504,m^3,g-2,21,0.3,,,,,,,,,,,,,,,
66101,,0,118.795,m^3,g-3,12,0.84,13.94,12.45,26.39,,,,,,,,,,,,
61909,,0,113.3568,m^3,g-3,12,0.82,13.67,11.88,25.55,,,,,,,,,,,,
60971,,0,552.6,m^3,g-2,3,0.7,,,,,,,,,,,,,,,
57965,346.7,1,0.1943,kg_kp,g-2,26,1.74,194.3,26.6,220.9,339.79999999999995,98.01,,,,,,,,,,
61727,,0,99950,m^3,g-14,0,1,,,,,,,,,,,,,,,
77335,,0,33331,m^3,g-13,0,1,,,,,,,,,,,,,,,
63217,,0,15448,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
64650,,0,15448,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
53084,,0,18769,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
52077,,0,18769,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
51254,,0,60,m^3,g-2,10,0.16,,,,,,,,,,,,,,,
50117,,0,60,m^3,g-2,10,0.16,,,,,,,,,,,,,,,
77476,,0,142245.9,m^3,g-14,0,1,16.6,1.41,18.01,,,,,,,,,,,,
71323,,0,9470,m^3,g-11,0,1,,,,,,,,,,,,,,,
69081,,0,104037.1,m^3,g-14,0,1,,,,,,,,,,,,,,,
50540,,0,25015.9,m^3,g-13,0,1,,,,,,,,,,,,,,,
57139,414.3,1,0.2088,kg_kp,g-2,26,1.87,208.8,26.6,235.4,414.1,99.95,,,,,,,,,,
53413,416.2,1,0.1788,kg_kp,g-2,26,1.6,178.8,26.6,205.4,393.19999999999993,94.47,,,,,,,,,,
76315,,0,11571,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
79143,,0,11571,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
55450,,0,18207,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
51082,,0,18207,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
69973,,0,0.00246,m^3,g-1,30,0.96,521.32,133.38,654.7,,,2460,,,,,,,,,
54208,,0,0.00286,m^3,g-1,30,0.99,536.44,137.55,673.99,,,2860,,,,,,,,,
72733,,0,0.00268,m^3,g-1,30,1,538.33,137.3,675.63,,,2680,,,,,,,,,
58616,,0,0.00228,m^3,g-1,30,0.97,522.99,136.91,659.9,,,2280,,,,,,,,,
55712,,0,0.0027,m^3,g-1,30,0.95,515.21,132.57,647.78,,,2700,,,,,,,,,
52699,,0,0.00236,m^3,g-1,30,0.94,509.55,138.66,648.21,,,2360,,,,,,,,,
78834,,0,14775.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
60633,,0,1616,m^3,g-7,0,1,,,,,,,,,,,,,,,
77917,,0,12314.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
65612,,0,1067.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
75228,,0,15081,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
67837,,0,1494.6,m^3,g-7,0,1,,,,,,,,,,,,,,,
63339,,0,15188.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
63095,,0,1624.1,m^3,g-7,0,1,,,,,,,,,,,,,,,
65993,415.9,1,0.1857,kg_kp,g-2,26,1.66,185.7,26.6,212.3,415.5,99.9,,,,,,,,,,
54516,,0,1,laaduton,g-3,25,0.14,4.96,11.21,16.17,,,,,,,,,,,,
55206,,0,25994,m^3,g-13,0,1,,,,,,,,,,,,,,,
63201,2026,0,0.33861,kg_kp,g-1,30,0.63,338.61,136.67,475.28,1748.3,86.29,,,,,,,,,,
69674,461,1,0.195,kg_kp,g-2,26,1.74,195,26.6,221.6,447.9000000000001,97.16,,,,,,,,,,
78002,,0,0.01918,m^3,g-3,2,0.17,0.466,11.6434,12.1091,,,19180,,,,,,,,,
63719,,0,2.49611,litra,g-2,10,0.45,19.27,26.61,45.88,,,,2.5,19.289999999999964,,,,,,,
74756,,0,2.49934,litra,g-2,10,0.44,19.07,26.61,45.68,,,,2.5,19.069999999999993,,,,,,,
71328,,0,114279.5,m^3,g-14,0,1,,,,,,,,,,,,,,,
54380,,0,24815,m^3,g-13,0,1,,,,,,,,,,,,,,,
67804,,0,102717.2,m^3,g-14,0,1,,,,,,,,,,,,,,,
64293,,0,0.5,m^2,g-3,1,0.14,0.188,11.2284,11.4161,,,14940,,,,,10,1.5,,,
68301,,0,,,,,,,,,,,1860,,,,,1,2.5,,,
67741,,0,,,,,,,,,,,,,,,,,,,,
53023,,0,0.5,m^2,g-3,25,0.15,5.36,11.12,16.48,,,,,,,,,,,,
73377,,0,156649.6,m^3,g-14,0,1,17.42,1.37,18.79,,,,,,,,,,,,
65524,,0,0.03502,m^3,g-3,4,0.58,3.238,11.9316,15.1697,,,35020,,,,,1,7.5,,,
72997,,0,1,m^2,g-3,1,0.12,0.164,12.6563,12.8207,,,33300,,,,,1,2.5,,,
79893,,0,,,,,,,,,,,,,,,,,,,,
61414,,0,0.07,m^2,g-3,1,0.09,0.124,11.5883,11.7124,,,8300,,,,,,,,,
69847,,0,0.07,m^2,g-3,1,0.06,0.09,12.1243,12.2138,,,10000,,,,,,,,,
53620,,0,0.07,m^2,g-3,1,0.06,0.08,12.5235,12.6032,,,8560,,,,,,,,,
70060,,0,,,,,,,,,,,,,,,,,,,,
77865,,0,15288,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
67868,,0,15288,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
55619,,0,18480,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
55237,,0,18480,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
59171,,0,14751.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
80107,,0,1625,m^3,g-7,0,1,,,,,,,,,,,,,,,
50357,,0,12427.6,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
53550,,0,1052.1,m^3,g-7,0,1,,,,,,,,,,,,,,,
66625,,0,14935.4,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
61112,,0,1529.5,m^3,g-7,0,1,,,,,,,,,,,,,,,
55417,,0,15063.4,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
74484,,0,1485.6,m^3,g-7,0,1,,,,,,,,,,,,,,,
78075,,0,2.5,litra,g-2,8,0.55,19,26.62,45.62,,,,2.5,19.02000000000004,,,,,,,
55785,,0,2.49472,litra,g-2,10,0.44,18.91,26.62,45.53,,,,2.5,18.939999999999998,,,,,,,
56003,,0,,,,,,,,,,,3020,,,,,1,2.5,,,
62716,,0,,,,,,,,,,,2260,,,,,1,2.5,,,
64718,,0,,,,,,,,,,,2180,,,,,1,2.5,,,
61140,,0,0.07,m^2,g-3,1,0.13,0.184,11.2343,11.418,,,,,,,,,,,,
59949,,0,0.07,m^2,g-3,1,0.16,0.223,11.0788,11.3022,,,,,,,,,,,,
66346,,0,0.07,m^2,g-3,1,0.09,0.119,11.7263,11.845,,,,,,,,,,,,
71418,,0,0.07,m^2,g-3,1,0.13,0.176,11.2418,11.4177,,,,,,,,,,,,
77025,492.3,1,0.1843,kg_kp,g-2,26,1.65,184.3,26.6,210.9,491.6,99.86,,,,,,,,,,
59524,,0,2.49737,litra,g-2,9,0.49,18.98,26.62,45.6,,,,2.5,19.00999999999999,,,,,,,
77907,,0,,,,,,,,,,,2080,,,,,1,2.5,,,
68978,,0,0.07,m^2,g-3,1,0.13,0.183,11.2488,11.4319,,,,,,,,,,,,
60944,,0,0.0319,kg,g-2,26,0.29,31.9,26.7,58.6,,,,,,,,,,,,
78406,,0,0.0672,kg,g-2,26,0.6,67.2,26.7,93.9,,,,,,,,,,,,
67167,,0,0.1155,kg,g-2,26,1.03,115.5,26.5,142,,,,,,,,,,,,
50562,,0,2.50811,litra,g-2,9,0.48,18.56,26.61,45.17,,,,2.5,18.5,,,,,,,
62867,,0,2.49499,litra,g-2,9,0.45,17.44,26.61,44.05,,,,2.5,17.470000000000027,,,,,,,
69095,,0,25022.100000000002,m^3,g-13,0,1,,,,,,,,,,,,,,,
69865,,0,2.49871,litra,g-2,8,0.57,19.44,26.62,46.06,,,,2.5,19.439999999999998,,,,,,,
69074,,0,2.49868,litra,g-2,10,0.44,18.89,26.61,45.5,,,,2.5,18.910000000000025,,,,,,,
54863,,0,,,,,,,,,,,1540,,,,,1,2.5,,,
78543,,0,,,,,,,,,,,1720,,,,,1,2.5,,,
55370,,0,,,,,,,,,,,2320,,,,,1,2.5,,,
52528,,0,,,,,,,,,,,,,,,,,,,,
77333,,0,12079,m^3,g-11,0,1,,,,,,,,,,,,,,,
52124,,0,21184,m^3,g-13,0,1,,,,,,,,,,,,,,,
60711,,0,0.07,m^2,g-3,1,0.05,0.069,11.1153,11.1848,,,,,,,,,,,,
66154,,0,0.0378,kg_tp,g-2,26,0.34,37.8,26.5,64.3,,,,,,,,,,,,
68228,,0,0.07,m^2,g-3,1,0.09,0.119,11.0943,11.2131,,,,,,,,,,,,
61813,,0,0.07,m^2,g-3,1,0.04,0.062,11.2204,11.282,,,,,,,,,,,,
54250,,0,110430.5,m^3,g-14,0,1,,,,,,,,,,,,,,,
66606,,0,124241.3,m^3,g-14,0,1,17.35,1.34,18.69,,,,,,,,,,,,
70521,,0,28683.7,m^3,g-13,0,1,,,,,,,,,,,,,,,
70430,,0,29276.3,m^3,g-13,0,1,,,,,,,,,,,,,,,
59777,,0,14284.4,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68380,,0,1591.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
51060,,0,12044.5,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
61747,,0,1037.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
74581,,0,14445.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
76413,,0,1443.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
77546,,0,14812.4,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77785,,0,1502.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
75637,,0,1,laaduton,g-4,0,1,,,,,,,,,,,,,,,
64011,,0,1,laaduton,g-4,0,1,,,,,,,,,,,,,,,
73885,,0,1,laaduton,g-4,0,1,,,,,,,,,,,,,,,
78884,,0,,,,,,,,,,,,,,,,,,,,
64420,,0,,,,,,,,,,,,,,,,,,,,
66221,,0,,,,,,,,,,,,,,,,,,,,
57213,,0,,,,,,,,,,,,,,,,,,,,
62667,,0,1,m^2,g-3,1,0.6,0.836,12.2928,13.1285,,,28740,,,,,1,2.5,,,
70670,,0,1,m^2,g-3,1,0.42,0.581,12.1701,12.7506,,,25400,,,,,1,2.5,,,
50447,,0,,,,,,,,,,,,,,,,,,,,
51791,,0,,,,,,,,,,,,,,,,,,,,
57673,,0,,,,,,,,,,,,,,,,,,,,
52226,,0,0.07,m^2,g-3,1,0.07,0.095,11.975,12.0703,,,9300,,,,,,,,,
69023,,0,0.07,m^2,g-3,1,0.07,0.092,12.1433,12.2351,,,9640,,,,,,,,,
76627,532.2,1,0.1864,kg_kp,g-2,26,1.67,186.4,26.6,213,532.2,100,,,,,,,,,,
64760,,0,0.05678,kg,g-2,26,0.51,56.78,26.62,83.4,,,,,,,,,,,,
74799,419.9,1,0.164,kg_kp,g-2,26,1.47,164,26.6,190.6,401.7,95.67,,,,,,,,,,
63683,,0,11291,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
52155,,0,11291,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
50697,,0,17451,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77617,,0,17451,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
62026,,0,686,m^3,g-13,0,1,,,,,,,,,,,,,,,
58680,,0,1,laaduton,g-2,26,0.12,13.82,26.62,40.44,,,,,,,,,,,,
63696,,0,87146.9,m^3,g-14,0,1,,,,,,,,,,,,,,,
73117,,0,103467.2,m^3,g-14,0,1,,,,,,,,,,,,,,,
64459,,0,22424.5,m^3,g-13,0,1,,,,,,,,,,,,,,,
53155,,0,22153.7,m^3,g-13,0,1,,,,,,,,,,,,,,,
53055,,0,14567.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
55816,,0,1645.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
69853,,0,12221.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
70335,,0,1099.7,m^3,g-7,0,1,,,,,,,,,,,,,,,
61374,,0,14835,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
76349,,0,1458.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
55665,,0,14945.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
60719,,0,1518.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
55720,419.9,1,0.174,kg_kp,g-2,26,1.56,174,26.6,200.6,397.6,94.69,,,,,,,,,,
77223,449.2,1,0.1865,kg_kp,g-2,26,1.67,186.5,26.6,213.1,439.29999999999995,97.8,,,,,,,,,,
76840,,0,,,,,,,,,,,,,,,,,,,,
71790,,0,,,,,,,,,,,,,,,,,,,,
78270,,0,,,,,,,,,,,,,,,,,,,,
64665,,0,136233.7,m^3,g-14,0,1,16.61,1.42,18.03,,,,,,,,,,,,
